code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,fbref,understat,transfermarkt
732,Devan,Tanton,Tanton,,,,,,,,732,,,,
796,Kristian,Sekularac,Sekularac,,,,,,,,796,,,,
810,Joshua,King,King,,,,,,,,810,,,,
289,Adrián,San Miguel del Castillo,San Miguel del Castillo,,,,,,,,289,,,,
290,Trent,Alexander-Arnold,Alexander-Arnold,,,,,,,,290,,,,
291,Alisson,Ramses Becker,Ramses Becker,,,,,,,,291,,,,
292,Stefan,Bajcetic,Bajcetic,,,,,,,,292,,,,
293,Darwin,Núñez Ribeiro,Núñez Ribeiro,,,,,,,,293,,,,
294,Diogo,Teixeira da Silva,Teixeira da Silva,,,,,,,,294,,,,
295,Harvey,Elliott,Elliott,,,,,,,,295,,,,
296,Fabio Henrique,Tavares,Tavares,,,,,,,,296,,,,
297,Cody,Gakpo,Gakpo,,,,,,,,297,,,,
298,Joe,Gomez,Gomez,,,,,,,,298,,,,
299,Jordan,Henderson,Henderson,,,,,,,,299,,,,
300,Curtis,Jones,Jones,,,,,,,,300,,,,
301,Caoimhin,Kelleher,Kelleher,,,,,,,,301,,,,
302,Ibrahima,Konaté,Konaté,,,,,,,,302,,,,
303,Luis,Díaz,Díaz,,,,,,,,303,,,,
304,Alexis,Mac Allister,Mac Allister,,,,,,,,304,,,,
305,Joel,Matip,Matip,,,,,,,,305,,,,
306,Nathaniel,Phillips,Phillips,,,,,,,,306,,,,
307,Andrew,Robertson,Robertson,,,,,,,,307,,,,
308,Mohamed,Salah,Salah,,,,,,,,308,,,,
309,Dominik,Szoboszlai,Szoboszlai,,,,,,,,309,,,,
310,Thiago,Alcántara do Nascimento,Alcántara do Nascimento,,,,,,,,310,,,,
311,Konstantinos,Tsimikas,Tsimikas,,,,,,,,311,,,,
312,Sepp,van den Berg,van den Berg,,,,,,,,312,,,,
313,Virgil,van Dijk,van Dijk,,,,,,,,313,,,,
626,Jarell,Quansah,Quansah,,,,,,,,626,,,,
627,Bobby,Clark,Clark,,,,,,,,627,,,,
628,Ben,Doak,Doak,,,,,,,,628,,,,
629,James,McConnell,McConnell,,,,,,,,629,,,,
668,Wataru,Endo,Endo,,,,,,,,668,,,,
708,Ryan,Gravenberch,Gravenberch,,,,,,,,708,,,,
726,Luke,Chambers,Chambers,,,,,,,,726,,,,
728,Callum,Scanlon,Scanlon,,,,,,,,728,,,,
743,Treymaurice,Nyoni,Nyoni,,,,,,,,743,,,,
756,Marcelo,de Araújo Pitaluga Filho,de Araújo Pitaluga Filho,,,,,,,,756,,,,
757,Conor,Bradley,Bradley,,,,,,,,757,,,,
782,Owen,Beck,Beck,,,,,,,,782,,,,
783,Kaide,Gordon,Gordon,,,,,,,,783,,,,
812,Lewis,Koumas,Koumas,,,,,,,,812,,,,
813,Fabian,Mrozek,Mrozek,,,,,,,,813,,,,
824,Jayden,Danns,Danns,,,,,,,,824,,,,
837,Amara,Nallo,Nallo,,,,,,,,837,,,,
21,Albert,Sambi Lokonga,Sambi Lokonga,,,,,,,,21,,,,
52,Marvelous,Nakamba,Nakamba,,,,,,,,52,,,,
314,Elijah,Adebayo,Adebayo,,,,,,,,314,,,,
315,Mads Juel,Andersen,Andersen,,,,,,,,315,,,,
316,Amari'i,Bell,Bell,,,,,,,,316,,,,
317,Luke,Berry,Berry,,,,,,,,317,,,,
318,Reece,Burke,Burke,,,,,,,,318,,,,
319,Allan,Campbell,Campbell,,,,,,,,319,,,,
320,Jordan,Clark,Clark,,,,,,,,320,,,,
321,Alfie,Doughty,Doughty,,,,,,,,321,,,,
322,Luke,Freeman,Freeman,,,,,,,,322,,,,
323,Matt,Macey,Macey,,,,,,,,323,,,,
324,John,McAtee,McAtee,,,,,,,,324,,,,
325,Carlos,Mendes Gomes,Mendes Gomes,,,,,,,,325,,,,
326,Carlton,Morris,Morris,,,,,,,,326,,,,
327,Admiral,Muskwe,Muskwe,,,,,,,,327,,,,
328,Chiedozie,Ogbene,Ogbene,,,,,,,,328,,,,
329,Fred,Onyedinma,Onyedinma,,,,,,,,329,,,,
330,Gabriel,Osho,Osho,,,,,,,,330,,,,
331,Aribim,Pepple,Pepple,,,,,,,,331,,,,
332,Dion,Pereira,Pereira,,,,,,,,332,,,,
333,Dan,Potts,Potts,,,,,,,,333,,,,
334,Glen,Rea,Rea,,,,,,,,334,,,,
335,James,Shea,Shea,,,,,,,,335,,,,
336,Joe,Taylor,Taylor,,,,,,,,336,,,,
337,Elliot,Thorpe,Thorpe,,,,,,,,337,,,,
338,Jack,Walton,Walton,,,,,,,,338,,,,
339,Louie,Watson,Watson,,,,,,,,339,,,,
340,Cauley,Woodrow,Woodrow,,,,,,,,340,,,,
393,Teden,Mengi,Mengi,,,,,,,,393,,,,
553,Ryan,Giles,Giles,,,,,,,,553,,,,
575,Tom,Lockyer,Lockyer,,,,,,,,575,,,,
582,Pelly Ruddock,Mpanzu,Mpanzu,,,,,,,,582,,,,
586,Tahith,Chong,Chong,,,,,,,,586,,,,
602,Issa,Kaboré,Kaboré,,,,,,,,602,,,,
614,Thomas,Kaminski,Kaminski,,,,,,,,614,,,,
630,Ross,Barkley,Barkley,,,,,,,,630,,,,
631,Jacob,Brown,Brown,,,,,,,,631,,,,
648,Aidan,Francis-Clarke,Francis-Clarke,,,,,,,,648,,,,
665,Tim,Krul,Krul,,,,,,,,665,,,,
682,Joseph,Johnson,Johnson,,,,,,,,682,,,,
727,Andros,Townsend,Townsend,,,,,,,,727,,,,
729,Jayden,Luker,Luker,,,,,,,,729,,,,
734,Zack,Nelson,Nelson,,,,,,,,734,,,,
798,Daiki,Hashioka,Hashioka,,,,,,,,798,,,,
831,Axel,Piesold,Piesold,,,,,,,,831,,,,
839,Dominic,Dos Santos Martins,Dos Santos Martins,,,,,,,,839,,,,
844,Christian,Chigozie,Chigozie,,,,,,,,844,,,,
848,Taylan,Harris,Harris,,,,,,,,848,,,,
341,Manuel,Akanji,Akanji,,,,,,,,341,,,,
342,Nathan,Aké,Aké,,,,,,,,342,,,,
343,Julián,Álvarez,Álvarez,,,,,,,,343,,,,
344,Bernardo,Veiga de Carvalho e Silva,Veiga de Carvalho e Silva,,,,,,,,344,,,,
345,Oscar,Bobb,Bobb,,,,,,,,345,,,,
346,João,Cancelo,Cancelo,,,,,,,,346,,,,
347,Scott,Carson,Carson,,,,,,,,347,,,,
348,Shea,Charles,Charles,,,,,,,,348,,,,
349,Kevin,De Bruyne,De Bruyne,,,,,,,,349,,,,
350,Rúben,Gato Alves Dias,Gato Alves Dias,,,,,,,,350,,,,
352,Ederson,Santana de Moraes,Santana de Moraes,,,,,,,,352,,,,
353,Phil,Foden,Foden,,,,,,,,353,,,,
354,Jack,Grealish,Grealish,,,,,,,,354,,,,
355,Erling,Haaland,Haaland,,,,,,,,355,,,,
356,Mateo,Kovačić,Kovačić,,,,,,,,356,,,,
357,Aymeric,Laporte,Laporte,,,,,,,,357,,,,
358,Rico,Lewis,Lewis,,,,,,,,358,,,,
359,Riyad,Mahrez,Mahrez,,,,,,,,359,,,,
361,Stefan,Ortega Moreno,Ortega Moreno,,,,,,,,361,,,,
363,Máximo,Perrone,Perrone,,,,,,,,363,,,,
365,Rodrigo,Hernandez,Hernandez,,,,,,,,365,,,,
366,Sergio,Gómez,Gómez,,,,,,,,366,,,,
367,Zack,Steffen,Steffen,,,,,,,,367,,,,
368,John,Stones,Stones,,,,,,,,368,,,,
369,Kyle,Walker,Walker,,,,,,,,369,,,,
566,Matheus Luiz,Nunes,Nunes,,,,,,,,566,,,,
616,Joško,Gvardiol,Gvardiol,,,,,,,,616,,,,
678,Jérémy,Doku,Doku,,,,,,,,678,,,,
762,Mahamadou,Susoho,Susoho,,,,,,,,762,,,,
771,Micah,Hamilton,Hamilton,,,,,,,,771,,,,
814,Jacob,Wright,Wright,,,,,,,,814,,,,
209,Mason,Mount,Mount,,,,,,,,209,,,,
370,Alex,Telles,Telles,,,,,,,,370,,,,
371,Amad,Diallo,Diallo,,,,,,,,371,,,,
372,Antony Matheus,dos Santos,dos Santos,,,,,,,,372,,,,
373,Bruno,Borges Fernandes,Borges Fernandes,,,,,,,,373,,,,
374,Brandon,Williams,Williams,,,,,,,,374,,,,
375,Eric,Bailly,Bailly,,,,,,,,375,,,,
376,Carlos Henrique,Casimiro,Casimiro,,,,,,,,376,,,,
377,Diogo,Dalot Teixeira,Dalot Teixeira,,,,,,,,377,,,,
379,Christian,Eriksen,Eriksen,,,,,,,,379,,,,
380,Álvaro,Fernández Carreras,Fernández Carreras,,,,,,,,380,,,,
381,Frederico,Rodrigues de Paula Santos,Rodrigues de Paula Santos,,,,,,,,381,,,,
382,Alejandro,Garnacho,Garnacho,,,,,,,,382,,,,
383,Hannibal,Mejbri,Mejbri,,,,,,,,383,,,,
384,Tom,Heaton,Heaton,,,,,,,,384,,,,
386,Victor,Lindelöf,Lindelöf,,,,,,,,386,,,,
387,Harry,Maguire,Maguire,,,,,,,,387,,,,
388,Kobbie,Mainoo,Mainoo,,,,,,,,388,,,,
389,Tyrell,Malacia,Malacia,,,,,,,,389,,,,
390,Anthony,Martial,Martial,,,,,,,,390,,,,
391,Lisandro,Martínez,Martínez,,,,,,,,391,,,,
392,Scott,McTominay,McTominay,,,,,,,,392,,,,
394,Facundo,Pellistri Rebollo,Pellistri Rebollo,,,,,,,,394,,,,
395,Raphaël,Varane,Varane,,,,,,,,395,,,,
396,Marcus,Rashford,Rashford,,,,,,,,396,,,,
397,Jadon,Sancho,Sancho,,,,,,,,397,,,,
398,Luke,Shaw,Shaw,,,,,,,,398,,,,
399,Shola,Shoretire,Shoretire,,,,,,,,399,,,,
400,Donny,van de Beek,van de Beek,,,,,,,,400,,,,
401,Aaron,Wan-Bissaka,Wan-Bissaka,,,,,,,,401,,,,
597,André,Onana,Onana,,,,,,,,597,,,,
617,Rasmus,Højlund,Højlund,,,,,,,,617,,,,
632,Omari,Forson,Forson,,,,,,,,632,,,,
669,Radek,Vítek,Vítek,,,,,,,,669,,,,
685,Daniel,Gore,Gore,,,,,,,,685,,,,
695,Altay,Bayindir,Bayindir,,,,,,,,695,,,,
703,Jonny,Evans,Evans,,,,,,,,703,,,,
709,Sofyan,Amrabat,Amrabat,,,,,,,,709,,,,
748,Joe,Hugill,Hugill,,,,,,,,748,,,,
766,Willy,Kambwala,Kambwala,,,,,,,,766,,,,
768,Rhys,Bennett,Bennett,,,,,,,,768,,,,
826,Toby,Collyer,Collyer,,,,,,,,826,,,,
833,Habeeb,Ogunneye,Ogunneye,,,,,,,,833,,,,
835,Dermot,Mee,Mee,,,,,,,,835,,,,
846,Harry,Amass,Amass,,,,,,,,846,,,,
850,Ethan,Wheatley,Wheatley,,,,,,,,850,,,,
856,Louis,Jackson,Jackson,,,,,,,,856,,,,
204,Lewis,Hall,Hall,,,,,,,,204,,,,
402,Miguel,Almirón Rejala,Almirón Rejala,,,,,,,,402,,,,
403,Elliot,Anderson,Anderson,,,,,,,,403,,,,
404,Harrison,Ashby,Ashby,,,,,,,,404,,,,
405,Sven,Botman,Botman,,,,,,,,405,,,,
406,Bruno,Guimarães Rodriguez Moura,Guimarães Rodriguez Moura,,,,,,,,406,,,,
407,Dan,Burn,Burn,,,,,,,,407,,,,
408,Karl,Darlow,Darlow,,,,,,,,408,,,,
409,Martin,Dubravka,Dubravka,,,,,,,,409,,,,
410,Ryan,Fraser,Fraser,,,,,,,,410,,,,
411,Mark,Gillespie,Gillespie,,,,,,,,411,,,,
412,Anthony,Gordon,Gordon,,,,,,,,412,,,,
413,Isaac,Hayden,Hayden,,,,,,,,413,,,,
414,Jeff,Hendrick,Hendrick,,,,,,,,414,,,,
415,Alexander,Isak,Isak,,,,,,,,415,,,,
416,Joelinton Cássio,Apolinário de Lira,Apolinário de Lira,,,,,,,,416,,,,
417,Emil,Krafth,Krafth,,,,,,,,417,,,,
418,Garang,Kuol,Kuol,,,,,,,,418,,,,
419,Jamaal,Lascelles,Lascelles,,,,,,,,419,,,,
420,Jamal,Lewis,Lewis,,,,,,,,420,,,,
421,Sean,Longstaff,Longstaff,,,,,,,,421,,,,
422,Javier,Manquillo Gaitán,Manquillo Gaitán,,,,,,,,422,,,,
423,Jacob,Murphy,Murphy,,,,,,,,423,,,,
424,Nick,Pope,Pope,,,,,,,,424,,,,
425,Matt,Ritchie,Ritchie,,,,,,,,425,,,,
426,Allan,Saint-Maximin,Saint-Maximin,,,,,,,,426,,,,
427,Fabian,Schär,Schär,,,,,,,,427,,,,
428,Matt,Targett,Targett,,,,,,,,428,,,,
429,Sandro,Tonali,Tonali,,,,,,,,429,,,,
430,Kieran,Trippier,Trippier,,,,,,,,430,,,,
431,Kell,Watts,Watts,,,,,,,,431,,,,
432,Joe,Willock,Willock,,,,,,,,432,,,,
433,Callum,Wilson,Wilson,,,,,,,,433,,,,
580,Loris,Karius,Karius,,,,,,,,580,,,,
581,Paul,Dummett,Dummett,,,,,,,,581,,,,
603,Harvey,Barnes,Barnes,,,,,,,,603,,,,
633,Tino,Livramento,Livramento,,,,,,,,633,,,,
634,Alex,Murphy,Murphy,,,,,,,,634,,,,
635,Lewis,Miley,Miley,,,,,,,,635,,,,
738,Amadou,Diallo,Diallo,,,,,,,,738,,,,
739,Ben,Parkinson,Parkinson,,,,,,,,739,,,,
745,Michael,Ndiweni,Ndiweni,,,,,,,,745,,,,
794,Joe,White,White,,,,,,,,794,,,,
795,Travis,Hernes,Hernes,,,,,,,,795,,,,
23,Nuno,Varela Tavares,Varela Tavares,,,,,,,,23,,,,
28,Matt,Turner,Turner,,,,,,,,28,,,,
205,Callum,Hudson-Odoi,Hudson-Odoi,,,,,,,,205,,,,
378,Anthony,Elanga,Elanga,,,,,,,,378,,,,
434,Brandon,Aguilera Zamora,Aguilera Zamora,,,,,,,,434,,,,
435,Harry,Arter,Arter,,,,,,,,435,,,,
436,Serge,Aurier,Aurier,,,,,,,,436,,,,
437,Taiwo,Awoniyi,Awoniyi,,,,,,,,437,,,,
438,Giulian,Biancone,Biancone,,,,,,,,438,,,,
439,Willy,Boly,Boly,,,,,,,,439,,,,
440,Josh,Bowler,Bowler,,,,,,,,440,,,,
441,Steve,Cook,Cook,,,,,,,,441,,,,
442,Danilo,dos Santos de Oliveira,dos Santos de Oliveira,,,,,,,,442,,,,
443,Emmanuel,Dennis,Dennis,,,,,,,,443,,,,
444,Mohamed,Dräger,Dräger,,,,,,,,444,,,,
445,Felipe Augusto,de Almeida Monteiro,de Almeida Monteiro,,,,,,,,445,,,,
446,Remo,Freuler,Freuler,,,,,,,,446,,,,
447,Morgan,Gibbs-White,Gibbs-White,,,,,,,,447,,,,
448,Wayne,Hennessey,Hennessey,,,,,,,,448,,,,
449,Ethan,Horvath,Horvath,,,,,,,,449,,,,
451,Cheikhou,Kouyaté,Kouyaté,,,,,,,,451,,,,
452,Richie,Laryea,Laryea,,,,,,,,452,,,,
453,Orel,Mangala,Mangala,,,,,,,,453,,,,
454,Loïc,Mbe Soh,Mbe Soh,,,,,,,,454,,,,
455,Scott,McKenna,McKenna,,,,,,,,455,,,,
456,Alex,Mighten,Mighten,,,,,,,,456,,,,
457,Moussa,Niakhaté,Niakhaté,,,,,,,,457,,,,
458,Lewis,O'Brien,O'Brien,,,,,,,,458,,,,
459,Braian,Ojeda Rodríguez,Ojeda Rodríguez,,,,,,,,459,,,,
460,Jonathan,Panzo,Panzo,,,,,,,,460,,,,
461,Omar,Richards,Richards,,,,,,,,461,,,,
462,Gustavo Henrique,Furtado Scarpa,Furtado Scarpa,,,,,,,,462,,,,
463,Jonjo,Shelvey,Shelvey,,,,,,,,463,,,,
464,Sam,Surridge,Surridge,,,,,,,,464,,,,
465,Harry,Toffolo,Toffolo,,,,,,,,465,,,,
466,Hwang,Ui-jo,Ui-jo,,,,,,,,466,,,,
467,Neco,Williams,Williams,,,,,,,,467,,,,
468,Chris,Wood,Wood,,,,,,,,468,,,,
469,Joe,Worrall,Worrall,,,,,,,,469,,,,
470,Ryan,Yates,Yates,,,,,,,,470,,,,
604,Olu,Aina,Aina,,,,,,,,604,,,,
636,George,Shelvey,Shelvey,,,,,,,,636,,,,
637,Josh,Powell,Powell,,,,,,,,637,,,,
679,Gonzalo,Montiel,Montiel,,,,,,,,679,,,,
696,Murillo,Santiago Costa dos Santos,Santiago Costa dos Santos,,,,,,,,696,,,,
710,Odysseas,Vlachodimos,Vlachodimos,,,,,,,,710,,,,
711,Andrew,Omobamidele,Omobamidele,,,,,,,,711,,,,
712,Nicolás,Domínguez,Domínguez,,,,,,,,712,,,,
713,Ibrahim,Sangaré,Sangaré,,,,,,,,713,,,,
714,Divock,Origi,Origi,,,,,,,,714,,,,
779,Jamie,McDonnell,McDonnell,,,,,,,,779,,,,
780,Detlef Esapa,Osong,Osong,,,,,,,,780,,,,
781,Joe,Gardner,Gardner,,,,,,,,781,,,,
801,Giovanni,Reyna,Reyna,,,,,,,,801,,,,
808,Matz,Sels,Sels,,,,,,,,808,,,,
809,Rodrigo,Duarte Ribeiro,Duarte Ribeiro,,,,,,,,809,,,,
27,Auston,Trusty,Trusty,,,,,,,,27,,,,
33,Cameron,Archer,Archer,,,,,,,,33,,,,
255,Mason,Holgate,Holgate,,,,,,,,255,,,,
360,James,McAtee,McAtee,,,,,,,,360,,,,
471,Anel,Ahmedhodžić,Ahmedhodžić,,,,,,,,471,,,,
472,Jordan,Amissah,Amissah,,,,,,,,472,,,,
473,George,Baldock,Baldock,,,,,,,,473,,,,
474,Chris,Basham,Basham,,,,,,,,474,,,,
476,Jayden,Bogle,Bogle,,,,,,,,476,,,,
477,Rhian,Brewster,Brewster,,,,,,,,477,,,,
478,Ismaila,Coulibaly,Coulibaly,,,,,,,,478,,,,
479,Adam,Davies,Davies,,,,,,,,479,,,,
480,John,Egan,Egan,,,,,,,,480,,,,
481,John,Fleck,Fleck,,,,,,,,481,,,,
482,Wes,Foderingham,Foderingham,,,,,,,,482,,,,
483,Daniel,Jebbison,Jebbison,,,,,,,,483,,,,
484,Max,Lowe,Lowe,,,,,,,,484,,,,
485,Oliver,McBurnie,McBurnie,,,,,,,,485,,,,
486,Iliman,Ndiaye,Ndiaye,,,,,,,,486,,,,
487,Rhys,Norrington-Davies,Norrington-Davies,,,,,,,,487,,,,
488,Oliver,Norwood,Norwood,,,,,,,,488,,,,
489,Ben,Osborn,Osborn,,,,,,,,489,,,,
490,William,Osula,Osula,,,,,,,,490,,,,
576,Jack,Robinson,Robinson,,,,,,,,576,,,,
587,Anis,Slimane,Slimane,,,,,,,,587,,,,
592,Yasser,Larouci,Larouci,,,,,,,,592,,,,
593,Bénie,Traoré,Traoré,,,,,,,,593,,,,
638,Vini,de Souza Costa,de Souza Costa,,,,,,,,638,,,,
653,Femi,Seriki,Seriki,,,,,,,,653,,,,
654,Louie,Marsh,Marsh,,,,,,,,654,,,,
655,Andre,Brooks,Brooks,,,,,,,,655,,,,
656,Antwoine,Hackford,Hackford,,,,,,,,656,,,,
663,Gustavo,Hamer,Hamer,,,,,,,,663,,,,
666,Tom,Davies,Davies,,,,,,,,666,,,,
693,Luke,Thomas,Thomas,,,,,,,,693,,,,
730,Ryan,Oné,Oné,,,,,,,,730,,,,
731,Jili,Buyabu,Buyabu,,,,,,,,731,,,,
759,Sydie,Peck,Peck,,,,,,,,759,,,,
775,Ben,Brereton,Brereton,,,,,,,,775,,,,
790,Ivo,Grbic,Grbic,,,,,,,,790,,,,
822,Billy,Blacker,Blacker,,,,,,,,822,,,,
823,Oliver,Arblaster,Arblaster,,,,,,,,823,,,,
827,Dovydas,Sasnauskas,Sasnauskas,,,,,,,,827,,,,
828,Sam,Curtis,Curtis,,,,,,,,828,,,,
857,Owen,Hampson,Hampson,,,,,,,,857,,,,
450,Brennan,Johnson,Johnson,,,,,,,,450,,,,
491,Brandon,Austin,Austin,,,,,,,,491,,,,
492,Rodrigo,Bentancur,Bentancur,,,,,,,,492,,,,
493,Yves,Bissouma,Bissouma,,,,,,,,493,,,,
494,Bryan,Gil Salvatierra,Gil Salvatierra,,,,,,,,494,,,,
495,Ben,Davies,Davies,,,,,,,,495,,,,
496,Eric,Dier,Dier,,,,,,,,496,,,,
497,Emerson,Leite de Souza Junior,Leite de Souza Junior,,,,,,,,497,,,,
498,Fraser,Forster,Forster,,,,,,,,498,,,,
499,Pierre-Emile,Højbjerg,Højbjerg,,,,,,,,499,,,,
500,Harry,Kane,Kane,,,,,,,,500,,,,
501,Dejan,Kulusevski,Kulusevski,,,,,,,,501,,,,
502,Hugo,Lloris,Lloris,,,,,,,,502,,,,
503,Giovani,Lo Celso,Lo Celso,,,,,,,,503,,,,
504,James,Maddison,Maddison,,,,,,,,504,,,,
505,Tanguy,Ndombélé Alvaro,Ndombélé Alvaro,,,,,,,,505,,,,
506,Pedro,Porro,Porro,,,,,,,,506,,,,
507,Ivan,Perišić,Perišić,,,,,,,,507,,,,
509,Richarlison,de Andrade,de Andrade,,,,,,,,509,,,,
510,Joe,Rodon,Rodon,,,,,,,,510,,,,
511,Cristian,Romero,Romero,,,,,,,,511,,,,
512,Davinson,Sánchez,Sánchez,,,,,,,,512,,,,
513,Pape Matar,Sarr,Sarr,,,,,,,,513,,,,
514,Ryan,Sessegnon,Sessegnon,,,,,,,,514,,,,
515,Oliver,Skipp,Skipp,,,,,,,,515,,,,
516,Son,Heung-min,Heung-min,,,,,,,,516,,,,
517,Djed,Spence,Spence,,,,,,,,517,,,,
518,Japhet,Tanganga,Tanganga,,,,,,,,518,,,,
519,Destiny,Udogie,Udogie,,,,,,,,519,,,,
520,Guglielmo,Vicario,Vicario,,,,,,,,520,,,,
521,Alfie,Whiteman,Whiteman,,,,,,,,521,,,,
583,Manor,Solomon,Solomon,,,,,,,,583,,,,
639,Micky,van de Ven,van de Ven,,,,,,,,639,,,,
640,Dane,Scarlett,Scarlett,,,,,,,,640,,,,
641,Alejo,Véliz,Véliz,,,,,,,,641,,,,
702,Ashley,Phillips,Phillips,,,,,,,,702,,,,
722,Jamie,Donley,Donley,,,,,,,,722,,,,
740,Alfie,Dorrington,Dorrington,,,,,,,,740,,,,
754,Yago,de Santiago Alonso,de Santiago Alonso,,,,,,,,754,,,,
776,Timo,Werner,Werner,,,,,,,,776,,,,
777,Radu,Dragusin,Dragusin,,,,,,,,777,,,,
860,Mikey,Moore,Moore,,,,,,,,860,,,,
862,Tyrese,Hall,Hall,,,,,,,,862,,,,
364,Kalvin,Phillips,Phillips,,,,,,,,364,,,,
522,Nayef,Aguerd,Aguerd,,,,,,,,522,,,,
523,Michail,Antonio,Antonio,,,,,,,,523,,,,
524,Alphonse,Areola,Areola,,,,,,,,524,,,,
525,Saïd,Benrahma,Benrahma,,,,,,,,525,,,,
526,Jarrod,Bowen,Bowen,,,,,,,,526,,,,
527,Maxwel,Cornet,Cornet,,,,,,,,527,,,,
528,Vladimír,Coufal,Coufal,,,,,,,,528,,,,
529,Conor,Coventry,Coventry,,,,,,,,529,,,,
530,Aaron,Cresswell,Cresswell,,,,,,,,530,,,,
531,Flynn,Downes,Downes,,,,,,,,531,,,,
532,Emerson,Palmieri dos Santos,Palmieri dos Santos,,,,,,,,532,,,,
533,Lukasz,Fabianski,Fabianski,,,,,,,,533,,,,
534,Pablo,Fornals Malla,Fornals Malla,,,,,,,,534,,,,
535,Danny,Ings,Ings,,,,,,,,535,,,,
536,Ben,Johnson,Johnson,,,,,,,,536,,,,
537,Thilo,Kehrer,Kehrer,,,,,,,,537,,,,
538,Divin,Mubama,Mubama,,,,,,,,538,,,,
539,Lucas,Tolentino Coelho de Lima,Tolentino Coelho de Lima,,,,,,,,539,,,,
541,Gianluca,Scamacca,Scamacca,,,,,,,,541,,,,
542,Tomáš,Souček,Souček,,,,,,,,542,,,,
543,Nikola,Vlašić,Vlašić,,,,,,,,543,,,,
544,Kurt,Zouma,Zouma,,,,,,,,544,,,,
577,Angelo,Ogbonna,Ogbonna,,,,,,,,577,,,,
642,Edson,Álvarez Velázquez,Álvarez Velázquez,,,,,,,,642,,,,
647,Joseph,Anang,Anang,,,,,,,,647,,,,
664,James,Ward-Prowse,Ward-Prowse,,,,,,,,664,,,,
676,Konstantinos,Mavropanos,Mavropanos,,,,,,,,676,,,,
689,Mohammed,Kudus,Kudus,,,,,,,,689,,,,
773,Lewis,Orford,Orford,,,,,,,,773,,,,
774,Kaelan,Casey,Casey,,,,,,,,774,,,,
784,Oliver,Scarles,Scarles,,,,,,,,784,,,,
785,Callum,Marshall,Marshall,,,,,,,,785,,,,
829,George,Earthy,Earthy,,,,,,,,829,,,,
351,Tommy,Doyle,Doyle,,,,,,,,351,,,,
545,Rayan,Aït-Nouri,Aït-Nouri,,,,,,,,545,,,,
546,Daniel,Bentley,Bentley,,,,,,,,546,,,,
547,Bendegúz,Bolla,Bolla,,,,,,,,547,,,,
548,Hugo,Bueno López,Bueno López,,,,,,,,548,,,,
549,Francisco Jorge,Tomás Oliveira,Tomás Oliveira,,,,,,,,549,,,,
550,Luke,Cundle,Cundle,,,,,,,,550,,,,
551,Craig,Dawson,Dawson,,,,,,,,551,,,,
552,Fábio,Silva,Silva,,,,,,,,552,,,,
554,Gonçalo Manuel,Ganchinho Guedes,Ganchinho Guedes,,,,,,,,554,,,,
555,Joe,Hodge,Hodge,,,,,,,,555,,,,
556,Ki-Jana,Hoever,Hoever,,,,,,,,556,,,,
557,Hwang,Hee-chan,Hee-chan,,,,,,,,557,,,,
559,João Victor,Gomes da Silva,Gomes da Silva,,,,,,,,559,,,,
560,Jonathan,Castro Otto,Castro Otto,,,,,,,,560,,,,
561,Bruno,Cavaco Jordão,Cavaco Jordão,,,,,,,,561,,,,
562,Sasa,Kalajdzic,Kalajdzic,,,,,,,,562,,,,
563,Max,Kilman,Kilman,,,,,,,,563,,,,
564,Tom,King,King,,,,,,,,564,,,,
565,Mario,Lemina,Lemina,,,,,,,,565,,,,
567,Pedro,Lomba Neto,Lomba Neto,,,,,,,,567,,,,
568,Daniel,Castelo Podence,Castelo Podence,,,,,,,,568,,,,
569,José,Malheiro de Sá,Malheiro de Sá,,,,,,,,569,,,,
570,Pablo,Sarabia,Sarabia,,,,,,,,570,,,,
571,Matija,Šarkić,Šarkić,,,,,,,,571,,,,
572,Nélson,Cabral Semedo,Cabral Semedo,,,,,,,,572,,,,
573,Toti António,Gomes,Gomes,,,,,,,,573,,,,
574,Boubacar,Traoré,Traoré,,,,,,,,574,,,,
590,Matheus,Santos Carneiro Da Cunha,Santos Carneiro Da Cunha,,,,,,,,590,,,,
598,Matt,Doherty,Doherty,,,,,,,,598,,,,
697,Santiago,Bueno,Bueno,,,,,,,,697,,,,
698,Enso,González,González,,,,,,,,698,,,,
704,Nathan,Fraser,Fraser,,,,,,,,704,,,,
715,Jean-Ricner,Bellegarde,Bellegarde,,,,,,,,715,,,,
749,Matthew,Whittingham,Whittingham,,,,,,,,749,,,,
750,Tawanda,Chirewa,Chirewa,,,,,,,,750,,,,
751,Justin,Hubner,Hubner,,,,,,,,751,,,,
769,Owen,Hesketh,Hesketh,,,,,,,,769,,,,
770,Ty,Barnett,Barnett,,,,,,,,770,,,,
787,Harvey,Griffiths,Griffiths,,,,,,,,787,,,,
788,Yerson,Mosquera,Mosquera,,,,,,,,788,,,,
800,Noha,Lemina,Lemina,,,,,,,,800,,,,
832,Wesley,Okoduwa,Okoduwa,,,,,,,,832,,,,
836,Leon,Chiwome,Chiwome,,,,,,,,836,,,,
840,Fletcher,Holman,Holman,,,,,,,,840,,,,
853,Temple,Ojinnaka,Ojinnaka,,,,,,,,853,,,,
